date,transaction_id,product,category,quantity,unit_price,base_cost,discount,revenue,cost,profit
2026-02-11,TRX006575,Nasi Ayam,Food,2,24000,13000.0,4800.0,43200.0,25153.91,18046.09
2026-02-11,TRX006576,Pisang Goreng,Snack,3,12000,5000.0,3600.0,32400.0,14794.41,17605.59
2026-02-11,TRX006577,Es Teh,Beverage,4,6000,2000.0,0.0,24000.0,7858.03,16141.97
2026-02-11,TRX006577,Ayam Bakar,Food,1,27000,15000.0,0.0,27000.0,14908.99,12091.01
2026-02-11,TRX006577,Puding Coklat,Dessert,3,10000,5000.0,3000.0,27000.0,14912.58,12087.42
2026-02-11,TRX006577,Nasi Goreng,Food,3,25000,13000.0,7500.0,67500.0,39571.08,27928.92
2026-02-11,TRX006578,Kopi Hitam,Beverage,1,10000,4000.0,1000.0,9000.0,4003.75,4996.25
2026-02-11,TRX006578,Mie Goreng,Food,1,23000,12000.0,2300.0,20700.0,12144.74,8555.26
2026-02-11,TRX006579,Es Teh,Beverage,3,6000,2000.0,0.0,18000.0,6044.79,11955.21
2026-02-11,TRX006579,Nasi Goreng,Food,4,25000,13000.0,10000.0,90000.0,51695.94,38304.06
2026-02-11,TRX006579,Ayam Geprek,Food,1,22000,12000.0,2200.0,19800.0,12246.14,7553.86
2026-02-11,TRX006579,Kentang Goreng,Snack,2,15000,7000.0,3000.0,27000.0,12847.52,14152.48
2026-02-11,TRX006580,Kopi Susu,Beverage,3,15000,7000.0,0.0,45000.0,20773.96,24226.04
2026-02-11,TRX006581,Es Teh,Beverage,1,6000,2000.0,0.0,6000.0,1965.76,4034.24
2026-02-11,TRX006582,Ayam Bakar,Food,1,27000,15000.0,2700.0,24300.0,15053.72,9246.28
2026-02-11,TRX006583,Ayam Bakar,Food,2,27000,15000.0,0.0,54000.0,29429.1,24570.9
2026-02-11,TRX006584,Tahu Crispy,Snack,2,12000,5500.0,0.0,24000.0,11181.14,12818.86
2026-02-11,TRX006584,Nasi Ayam,Food,4,24000,13000.0,0.0,96000.0,53131.52,42868.48
2026-02-11,TRX006585,Kopi Hitam,Beverage,4,10000,4000.0,4000.0,36000.0,15335.68,20664.32
2026-02-11,TRX006586,Nasi Goreng,Food,1,25000,13000.0,2500.0,22500.0,13087.16,9412.84
2026-02-11,TRX006586,Ayam Geprek,Food,2,22000,12000.0,0.0,44000.0,23077.75,20922.25
2026-02-11,TRX006587,Mie Goreng,Food,1,23000,12000.0,2300.0,20700.0,12172.68,8527.32
2026-02-11,TRX006587,Mie Ayam,Food,2,20000,10000.0,4000.0,36000.0,19720.08,16279.92
2026-02-11,TRX006588,Ayam Geprek,Food,2,22000,12000.0,0.0,44000.0,23420.96,20579.04
2026-02-11,TRX006589,Es Jeruk,Beverage,1,8000,3000.0,0.0,8000.0,2846.06,5153.94
2026-02-11,TRX006590,Air Mineral,Beverage,1,5000,3000.0,500.0,4500.0,2991.7,1508.3
2026-02-11,TRX006591,Tahu Crispy,Snack,2,12000,5500.0,2400.0,21600.0,10617.86,10982.14
2026-02-11,TRX006592,Kopi Susu,Beverage,2,15000,7000.0,0.0,30000.0,13376.91,16623.09
2026-02-11,TRX006593,Air Mineral,Beverage,2,5000,3000.0,1000.0,9000.0,6033.47,2966.53
2026-02-11,TRX006593,Nasi Goreng,Food,1,25000,13000.0,2500.0,22500.0,13378.01,9121.99
2026-02-11,TRX006594,Nasi Ayam,Food,4,24000,13000.0,9600.0,86400.0,52615.38,33784.62
2026-02-11,TRX006595,Kentang Goreng,Snack,1,15000,7000.0,1500.0,13500.0,6699.49,6800.51
2026-02-11,TRX006595,Ayam Geprek,Food,3,22000,12000.0,6600.0,59400.0,35852.27,23547.73
2026-02-11,TRX006596,Puding Coklat,Dessert,2,10000,5000.0,2000.0,18000.0,10204.17,7795.83
2026-02-11,TRX006597,Mie Goreng,Food,4,23000,12000.0,0.0,92000.0,47803.6,44196.4
2026-02-11,TRX006597,Mie Ayam,Food,1,20000,10000.0,2000.0,18000.0,10097.66,7902.34
2026-02-11,TRX006597,Nasi Ayam,Food,2,24000,13000.0,4800.0,43200.0,25658.94,17541.06
2026-02-11,TRX006598,Kentang Goreng,Snack,3,15000,7000.0,4500.0,40500.0,20757.64,19742.36
2026-02-11,TRX006598,Puding Coklat,Dessert,1,10000,5000.0,1000.0,9000.0,4901.06,4098.94
2026-02-11,TRX006599,Es Teh,Beverage,3,6000,2000.0,0.0,18000.0,6110.16,11889.84
2026-02-11,TRX006599,Es Jeruk,Beverage,1,8000,3000.0,800.0,7200.0,3060.76,4139.24
2026-02-11,TRX006599,Ayam Bakar,Food,3,27000,15000.0,0.0,81000.0,44250.52,36749.48
2026-02-11,TRX006600,Es Jeruk,Beverage,1,8000,3000.0,800.0,7200.0,3067.94,4132.06
2026-02-11,TRX006601,Pisang Goreng,Snack,2,12000,5000.0,0.0,24000.0,9571.91,14428.09
2026-02-11,TRX006602,Es Teh,Beverage,3,6000,2000.0,1800.0,16200.0,5969.2,10230.8
2026-02-11,TRX006603,Mie Ayam,Food,1,20000,10000.0,0.0,20000.0,9593.9,10406.1
2026-02-11,TRX006603,Air Mineral,Beverage,2,5000,3000.0,1000.0,9000.0,5796.27,3203.73
2026-02-11,TRX006604,Es Jeruk,Beverage,1,8000,3000.0,0.0,8000.0,2877.09,5122.91
2026-02-11,TRX006605,Puding Coklat,Dessert,3,10000,5000.0,3000.0,27000.0,14704.92,12295.08
2026-02-11,TRX006606,Kopi Hitam,Beverage,1,10000,4000.0,1000.0,9000.0,4074.37,4925.63
2026-02-11,TRX006606,Nasi Goreng,Food,1,25000,13000.0,2500.0,22500.0,12969.44,9530.56
2026-02-11,TRX006606,Es Jeruk,Beverage,1,8000,3000.0,0.0,8000.0,2947.45,5052.55
2026-02-11,TRX006607,Mie Goreng,Food,1,23000,12000.0,2300.0,20700.0,11937.54,8762.46
2026-02-11,TRX006608,Pisang Goreng,Snack,1,12000,5000.0,1200.0,10800.0,4691.56,6108.44
2026-02-11,TRX006608,Nasi Ayam,Food,1,24000,13000.0,2400.0,21600.0,13223.01,8376.99
2026-02-11,TRX006609,Nasi Ayam,Food,1,24000,13000.0,2400.0,21600.0,12123.42,9476.58
2026-02-11,TRX006609,Es Jeruk,Beverage,3,8000,3000.0,2400.0,21600.0,8809.05,12790.95
2026-02-11,TRX006610,Ayam Geprek,Food,2,22000,12000.0,4400.0,39600.0,23943.21,15656.79
2026-02-11,TRX006610,Pisang Goreng,Snack,1,12000,5000.0,1200.0,10800.0,5066.83,5733.17
2026-02-11,TRX006611,Mie Ayam,Food,1,20000,10000.0,0.0,20000.0,10071.7,9928.3
2026-02-11,TRX006611,Tahu Crispy,Snack,3,12000,5500.0,3600.0,32400.0,16475.5,15924.5
2026-02-11,TRX006612,Kopi Susu,Beverage,1,15000,7000.0,1500.0,13500.0,7306.07,6193.93
2026-02-11,TRX006612,Ayam Geprek,Food,3,22000,12000.0,6600.0,59400.0,38176.04,21223.96
2026-02-11,TRX006613,Pisang Goreng,Snack,2,12000,5000.0,2400.0,21600.0,10002.12,11597.88
2026-02-11,TRX006613,Es Teh,Beverage,4,6000,2000.0,2400.0,21600.0,7975.98,13624.02
2026-02-11,TRX006614,Nasi Ayam,Food,1,24000,13000.0,0.0,24000.0,12937.71,11062.29
2026-02-11,TRX006614,Air Mineral,Beverage,2,5000,3000.0,0.0,10000.0,5890.04,4109.96
2026-02-11,TRX006615,Puding Coklat,Dessert,4,10000,5000.0,4000.0,36000.0,20225.51,15774.49
2026-02-11,TRX006616,Mie Ayam,Food,1,20000,10000.0,2000.0,18000.0,10381.46,7618.54
2026-02-11,TRX006616,Kopi Susu,Beverage,3,15000,7000.0,4500.0,40500.0,19431.19,21068.81
2026-02-11,TRX006616,Ayam Geprek,Food,1,22000,12000.0,2200.0,19800.0,11938.92,7861.08
2026-02-11,TRX006617,Es Jeruk,Beverage,3,8000,3000.0,2400.0,21600.0,9401.92,12198.08
2026-02-11,TRX006618,Es Jeruk,Beverage,4,8000,3000.0,3200.0,28800.0,12141.54,16658.46
2026-02-11,TRX006619,Air Mineral,Beverage,2,5000,3000.0,1000.0,9000.0,6074.48,2925.52
2026-02-11,TRX006620,Nasi Goreng,Food,1,25000,13000.0,2500.0,22500.0,12375.64,10124.36
2026-02-11,TRX006621,Es Teh,Beverage,1,6000,2000.0,600.0,5400.0,2042.13,3357.87
2026-02-11,TRX006621,Ayam Geprek,Food,3,22000,12000.0,0.0,66000.0,37089.86,28910.14
2026-02-11,TRX006622,Mie Goreng,Food,4,23000,12000.0,0.0,92000.0,48287.91,43712.09
2026-02-11,TRX006623,Air Mineral,Beverage,1,5000,3000.0,500.0,4500.0,2941.0,1559.0
2026-02-12,TRX006624,Kopi Susu,Beverage,2,15000,7000.0,0.0,30000.0,14264.81,15735.19
2026-02-12,TRX006625,Air Mineral,Beverage,3,5000,3000.0,1500.0,13500.0,8850.42,4649.58
2026-02-12,TRX006625,Pisang Goreng,Snack,3,12000,5000.0,3600.0,32400.0,14676.34,17723.66
2026-02-12,TRX006626,Nasi Ayam,Food,2,24000,13000.0,4800.0,43200.0,26329.29,16870.71
2026-02-12,TRX006626,Es Jeruk,Beverage,1,8000,3000.0,800.0,7200.0,2961.26,4238.74
2026-02-12,TRX006627,Mie Ayam,Food,2,20000,10000.0,4000.0,36000.0,20733.05,15266.95
2026-02-12,TRX006627,Nasi Ayam,Food,3,24000,13000.0,7200.0,64800.0,38454.53,26345.47
2026-02-12,TRX006628,Air Mineral,Beverage,1,5000,3000.0,500.0,4500.0,2926.28,1573.72
2026-02-12,TRX006629,Kentang Goreng,Snack,1,15000,7000.0,1500.0,13500.0,6998.99,6501.01
2026-02-12,TRX006629,Tahu Crispy,Snack,3,12000,5500.0,3600.0,32400.0,16715.54,15684.46
2026-02-12,TRX006630,Ayam Geprek,Food,1,22000,12000.0,2200.0,19800.0,12115.31,7684.69
2026-02-12,TRX006630,Nasi Ayam,Food,2,24000,13000.0,0.0,48000.0,26420.35,21579.65
2026-02-12,TRX006630,Kopi Hitam,Beverage,1,10000,4000.0,1000.0,9000.0,3933.62,5066.38
2026-02-12,TRX006631,Mie Ayam,Food,1,20000,10000.0,2000.0,18000.0,10340.65,7659.35
2026-02-12,TRX006632,Kentang Goreng,Snack,2,15000,7000.0,0.0,30000.0,13304.75,16695.25
2026-02-12,TRX006633,Kopi Susu,Beverage,1,15000,7000.0,0.0,15000.0,6836.02,8163.98
2026-02-12,TRX006634,Es Teh,Beverage,1,6000,2000.0,600.0,5400.0,2002.3,3397.7
2026-02-12,TRX006635,Kopi Susu,Beverage,4,15000,7000.0,6000.0,54000.0,27414.42,26585.58
2026-02-12,TRX006636,Nasi Ayam,Food,2,24000,13000.0,0.0,48000.0,25758.43,22241.57
2026-02-12,TRX006637,Ayam Geprek,Food,4,22000,12000.0,8800.0,79200.0,46586.41,32613.59
2026-02-12,TRX006637,Air Mineral,Beverage,1,5000,3000.0,500.0,4500.0,2981.27,1518.73
2026-02-12,TRX006638,Kopi Susu,Beverage,1,15000,7000.0,1500.0,13500.0,7097.25,6402.75
2026-02-12,TRX006639,Kentang Goreng,Snack,2,15000,7000.0,3000.0,27000.0,13775.07,13224.93
2026-02-12,TRX006640,Es Jeruk,Beverage,3,8000,3000.0,2400.0,21600.0,8762.68,12837.32
2026-02-12,TRX006640,Es Teh,Beverage,3,6000,2000.0,1800.0,16200.0,5917.03,10282.97
2026-02-12,TRX006641,Es Teh,Beverage,3,6000,2000.0,1800.0,16200.0,6198.7,10001.3
2026-02-12,TRX006641,Kopi Hitam,Beverage,2,10000,4000.0,0.0,20000.0,8262.94,11737.06
2026-02-12,TRX006642,Mie Ayam,Food,2,20000,10000.0,0.0,40000.0,19713.13,20286.87
2026-02-12,TRX006643,Ayam Geprek,Food,1,22000,12000.0,2200.0,19800.0,12182.98,7617.02
2026-02-12,TRX006644,Es Teh,Beverage,2,6000,2000.0,1200.0,10800.0,3997.8,6802.2
2026-02-12,TRX006645,Kopi Susu,Beverage,3,15000,7000.0,4500.0,40500.0,21808.95,18691.05
2026-02-12,TRX006645,Mie Ayam,Food,2,20000,10000.0,4000.0,36000.0,20114.94,15885.06
2026-02-12,TRX006646,Kopi Hitam,Beverage,2,10000,4000.0,0.0,20000.0,7951.63,12048.37
2026-02-12,TRX006646,Ayam Geprek,Food,3,22000,12000.0,0.0,66000.0,37727.87,28272.13
2026-02-12,TRX006647,Ayam Geprek,Food,2,22000,12000.0,4400.0,39600.0,23334.86,16265.14
2026-02-12,TRX006648,Tahu Crispy,Snack,3,12000,5500.0,3600.0,32400.0,16658.01,15741.99
2026-02-12,TRX006649,Mie Ayam,Food,3,20000,10000.0,0.0,60000.0,31229.47,28770.53
2026-02-12,TRX006650,Es Teh,Beverage,4,6000,2000.0,2400.0,21600.0,8159.88,13440.12
2026-02-12,TRX006650,Nasi Goreng,Food,1,25000,13000.0,2500.0,22500.0,12702.49,9797.51
2026-02-12,TRX006651,Nasi Goreng,Food,3,25000,13000.0,0.0,75000.0,38044.5,36955.5
2026-02-12,TRX006652,Ayam Geprek,Food,4,22000,12000.0,8800.0,79200.0,45971.78,33228.22
2026-02-12,TRX006652,Es Teh,Beverage,2,6000,2000.0,1200.0,10800.0,4177.95,6622.05
2026-02-12,TRX006653,Ayam Bakar,Food,1,27000,15000.0,0.0,27000.0,14490.2,12509.8
2026-02-12,TRX006654,Ayam Geprek,Food,1,22000,12000.0,2200.0,19800.0,12256.82,7543.18
2026-02-12,TRX006654,Nasi Goreng,Food,1,25000,13000.0,2500.0,22500.0,12443.66,10056.34
2026-02-12,TRX006654,Mie Goreng,Food,4,23000,12000.0,9200.0,82800.0,51682.21,31117.79
2026-02-12,TRX006655,Mie Goreng,Food,1,23000,12000.0,2300.0,20700.0,11512.96,9187.04
2026-02-12,TRX006656,Pisang Goreng,Snack,2,12000,5000.0,0.0,24000.0,10012.76,13987.24
2026-02-12,TRX006656,Mie Goreng,Food,1,23000,12000.0,0.0,23000.0,12436.34,10563.66
2026-02-12,TRX006656,Kopi Susu,Beverage,2,15000,7000.0,0.0,30000.0,13704.71,16295.29
2026-02-12,TRX006657,Es Jeruk,Beverage,1,8000,3000.0,800.0,7200.0,3050.74,4149.26
2026-02-12,TRX006657,Ayam Geprek,Food,2,22000,12000.0,0.0,44000.0,23797.08,20202.92
2026-02-12,TRX006658,Ayam Geprek,Food,2,22000,12000.0,4400.0,39600.0,24279.5,15320.5
2026-02-12,TRX006659,Nasi Goreng,Food,1,25000,13000.0,2500.0,22500.0,13421.5,9078.5
2026-02-12,TRX006660,Ayam Bakar,Food,3,27000,15000.0,8100.0,72900.0,44421.7,28478.3
2026-02-12,TRX006661,Nasi Goreng,Food,1,25000,13000.0,0.0,25000.0,13583.8,11416.2
2026-02-12,TRX006661,Es Teh,Beverage,1,6000,2000.0,600.0,5400.0,2021.15,3378.85
2026-02-12,TRX006662,Pisang Goreng,Snack,3,12000,5000.0,3600.0,32400.0,15876.81,16523.19
2026-02-12,TRX006662,Ayam Bakar,Food,1,27000,15000.0,0.0,27000.0,14625.62,12374.38
2026-02-12,TRX006663,Es Teh,Beverage,2,6000,2000.0,1200.0,10800.0,3922.95,6877.05
2026-02-12,TRX006663,Air Mineral,Beverage,4,5000,3000.0,0.0,20000.0,11916.38,8083.62
2026-02-12,TRX006664,Pisang Goreng,Snack,3,12000,5000.0,3600.0,32400.0,14454.31,17945.69
2026-02-12,TRX006665,Es Teh,Beverage,4,6000,2000.0,2400.0,21600.0,8222.21,13377.79
2026-02-12,TRX006666,Nasi Ayam,Food,1,24000,13000.0,2400.0,21600.0,12970.42,8629.58
2026-02-12,TRX006666,Nasi Goreng,Food,1,25000,13000.0,0.0,25000.0,12553.01,12446.99
2026-02-12,TRX006667,Es Jeruk,Beverage,1,8000,3000.0,800.0,7200.0,2925.95,4274.05
2026-02-12,TRX006668,Nasi Ayam,Food,1,24000,13000.0,0.0,24000.0,12660.71,11339.29
2026-02-12,TRX006669,Mie Ayam,Food,2,20000,10000.0,4000.0,36000.0,20554.2,15445.8
2026-02-12,TRX006669,Pisang Goreng,Snack,3,12000,5000.0,3600.0,32400.0,15205.73,17194.27
2026-02-12,TRX006670,Kopi Hitam,Beverage,2,10000,4000.0,2000.0,18000.0,7968.18,10031.82
2026-02-12,TRX006671,Es Jeruk,Beverage,1,8000,3000.0,800.0,7200.0,2967.12,4232.88
2026-02-12,TRX006671,Tahu Crispy,Snack,2,12000,5500.0,2400.0,21600.0,10921.22,10678.78
2026-02-12,TRX006671,Kentang Goreng,Snack,4,15000,7000.0,6000.0,54000.0,29496.14,24503.86
2026-02-12,TRX006671,Es Teh,Beverage,4,6000,2000.0,2400.0,21600.0,7943.86,13656.14
2026-02-12,TRX006672,Mie Ayam,Food,2,20000,10000.0,4000.0,36000.0,20514.53,15485.47
2026-02-12,TRX006672,Air Mineral,Beverage,1,5000,3000.0,500.0,4500.0,2970.36,1529.64
2026-02-12,TRX006672,Es Teh,Beverage,1,6000,2000.0,600.0,5400.0,2100.95,3299.05
2026-02-12,TRX006673,Ayam Bakar,Food,1,27000,15000.0,2700.0,24300.0,14451.36,9848.64
2026-02-12,TRX006674,Ayam Geprek,Food,1,22000,12000.0,0.0,22000.0,12290.53,9709.47
2026-02-12,TRX006674,Es Jeruk,Beverage,1,8000,3000.0,800.0,7200.0,2931.65,4268.35
2026-02-12,TRX006675,Ayam Geprek,Food,3,22000,12000.0,6600.0,59400.0,38390.36,21009.64
2026-02-12,TRX006676,Es Jeruk,Beverage,2,8000,3000.0,1600.0,14400.0,6125.52,8274.48
2026-02-12,TRX006676,Kopi Susu,Beverage,3,15000,7000.0,4500.0,40500.0,19926.61,20573.39
2026-02-12,TRX006677,Nasi Goreng,Food,3,25000,13000.0,7500.0,67500.0,37910.18,29589.82
2026-02-12,TRX006678,Pisang Goreng,Snack,3,12000,5000.0,3600.0,32400.0,15308.32,17091.68
2026-02-12,TRX006679,Pisang Goreng,Snack,1,12000,5000.0,0.0,12000.0,5098.67,6901.33
2026-02-12,TRX006680,Kopi Susu,Beverage,2,15000,7000.0,0.0,30000.0,14244.91,15755.09
2026-02-12,TRX006680,Air Mineral,Beverage,1,5000,3000.0,500.0,4500.0,3014.09,1485.91
2026-02-12,TRX006681,Mie Ayam,Food,2,20000,10000.0,4000.0,36000.0,19808.65,16191.35
2026-02-12,TRX006682,Es Jeruk,Beverage,2,8000,3000.0,0.0,16000.0,6195.61,9804.39
2026-02-12,TRX006683,Nasi Goreng,Food,3,25000,13000.0,0.0,75000.0,37988.94,37011.06
2026-02-12,TRX006684,Mie Ayam,Food,1,20000,10000.0,2000.0,18000.0,10016.03,7983.97
2026-02-12,TRX006684,Es Teh,Beverage,1,6000,2000.0,0.0,6000.0,1962.79,4037.21
2026-02-12,TRX006685,Mie Goreng,Food,3,23000,12000.0,6900.0,62100.0,35244.09,26855.91
2026-02-12,TRX006685,Es Teh,Beverage,1,6000,2000.0,600.0,5400.0,1972.46,3427.54
2026-02-12,TRX006686,Tahu Crispy,Snack,1,12000,5500.0,1200.0,10800.0,5378.68,5421.32
2026-02-12,TRX006686,Mie Ayam,Food,2,20000,10000.0,0.0,40000.0,20329.83,19670.17
2026-02-12,TRX006687,Kopi Susu,Beverage,1,15000,7000.0,0.0,15000.0,6690.02,8309.98
2026-02-12,TRX006687,Pisang Goreng,Snack,1,12000,5000.0,1200.0,10800.0,5064.65,5735.35
2026-02-12,TRX006687,Es Teh,Beverage,4,6000,2000.0,2400.0,21600.0,7847.78,13752.22
2026-02-12,TRX006688,Es Jeruk,Beverage,1,8000,3000.0,800.0,7200.0,3002.73,4197.27
2026-02-12,TRX006689,Es Teh,Beverage,1,6000,2000.0,600.0,5400.0,1989.99,3410.01
2026-02-12,TRX006690,Ayam Bakar,Food,1,27000,15000.0,2700.0,24300.0,14775.35,9524.65
2026-02-12,TRX006690,Kopi Hitam,Beverage,1,10000,4000.0,0.0,10000.0,4145.57,5854.43
2026-02-12,TRX006690,Mie Goreng,Food,1,23000,12000.0,2300.0,20700.0,11866.48,8833.52
2026-02-12,TRX006691,Nasi Ayam,Food,3,24000,13000.0,0.0,72000.0,39823.1,32176.9
2026-02-12,TRX006691,Nasi Goreng,Food,2,25000,13000.0,5000.0,45000.0,26558.78,18441.22
2026-02-12,TRX006692,Air Mineral,Beverage,1,5000,3000.0,500.0,4500.0,2975.47,1524.53
2026-02-12,TRX006692,Es Teh,Beverage,2,6000,2000.0,0.0,12000.0,3849.05,8150.95
2026-02-12,TRX006692,Mie Ayam,Food,1,20000,10000.0,2000.0,18000.0,9735.36,8264.64
2026-02-12,TRX006692,Pisang Goreng,Snack,1,12000,5000.0,1200.0,10800.0,5191.82,5608.18
2026-02-12,TRX006693,Ayam Geprek,Food,3,22000,12000.0,6600.0,59400.0,36531.95,22868.05
2026-02-12,TRX006693,Mie Goreng,Food,4,23000,12000.0,0.0,92000.0,48199.95,43800.05
2026-02-12,TRX006693,Kopi Susu,Beverage,2,15000,7000.0,3000.0,27000.0,13761.85,13238.15
2026-02-12,TRX006694,Es Teh,Beverage,1,6000,2000.0,0.0,6000.0,2103.91,3896.09
2026-02-12,TRX006695,Tahu Crispy,Snack,3,12000,5500.0,3600.0,32400.0,16070.29,16329.71
2026-02-12,TRX006696,Nasi Ayam,Food,4,24000,13000.0,9600.0,86400.0,52217.95,34182.05
2026-02-12,TRX006697,Nasi Ayam,Food,1,24000,13000.0,2400.0,21600.0,13195.7,8404.3
2026-02-12,TRX006698,Nasi Ayam,Food,2,24000,13000.0,4800.0,43200.0,24981.55,18218.45
2026-02-12,TRX006699,Mie Ayam,Food,1,20000,10000.0,0.0,20000.0,9772.46,10227.54
2026-02-12,TRX006700,Ayam Geprek,Food,2,22000,12000.0,4400.0,39600.0,23670.57,15929.43
2026-02-12,TRX006701,Nasi Goreng,Food,4,25000,13000.0,10000.0,90000.0,53344.58,36655.42
2026-02-12,TRX006702,Kopi Hitam,Beverage,4,10000,4000.0,4000.0,36000.0,15789.84,20210.16
2026-02-12,TRX006703,Mie Goreng,Food,1,23000,12000.0,2300.0,20700.0,11482.97,9217.03
2026-02-12,TRX006704,Es Teh,Beverage,1,6000,2000.0,600.0,5400.0,1908.06,3491.94
2026-02-12,TRX006704,Ayam Bakar,Food,2,27000,15000.0,5400.0,48600.0,29309.7,19290.3
2026-02-12,TRX006704,Nasi Goreng,Food,2,25000,13000.0,0.0,50000.0,24837.72,25162.28
2026-02-12,TRX006705,Ayam Bakar,Food,3,27000,15000.0,8100.0,72900.0,46037.67,26862.33
2026-02-12,TRX006706,Nasi Ayam,Food,1,24000,13000.0,0.0,24000.0,13315.06,10684.94
2026-02-12,TRX006706,Kopi Hitam,Beverage,1,10000,4000.0,0.0,10000.0,4000.85,5999.15
2026-02-12,TRX006706,Kentang Goreng,Snack,1,15000,7000.0,0.0,15000.0,6944.75,8055.25
2026-02-12,TRX006707,Nasi Goreng,Food,3,25000,13000.0,0.0,75000.0,39867.67,35132.33
2026-02-12,TRX006708,Es Jeruk,Beverage,2,8000,3000.0,0.0,16000.0,6126.03,9873.97
2026-02-12,TRX006708,Kentang Goreng,Snack,4,15000,7000.0,6000.0,54000.0,27171.19,26828.81
2026-02-12,TRX006708,Pisang Goreng,Snack,4,12000,5000.0,4800.0,43200.0,19490.89,23709.11
2026-02-12,TRX006709,Pisang Goreng,Snack,4,12000,5000.0,4800.0,43200.0,20423.93,22776.07
2026-02-12,TRX006710,Es Jeruk,Beverage,1,8000,3000.0,800.0,7200.0,3024.35,4175.65
2026-02-12,TRX006711,Es Jeruk,Beverage,1,8000,3000.0,800.0,7200.0,3054.74,4145.26
2026-02-12,TRX006712,Es Teh,Beverage,2,6000,2000.0,1200.0,10800.0,3892.73,6907.27
2026-02-12,TRX006712,Mie Goreng,Food,4,23000,12000.0,9200.0,82800.0,46917.61,35882.39
2026-02-12,TRX006713,Mie Ayam,Food,1,20000,10000.0,2000.0,18000.0,10139.17,7860.83
2026-02-12,TRX006714,Es Teh,Beverage,1,6000,2000.0,0.0,6000.0,1959.08,4040.92
2026-02-12,TRX006715,Ayam Bakar,Food,1,27000,15000.0,2700.0,24300.0,14316.03,9983.97
2026-02-12,TRX006715,Kopi Hitam,Beverage,4,10000,4000.0,4000.0,36000.0,15679.93,20320.07
2026-02-12,TRX006716,Nasi Goreng,Food,1,25000,13000.0,2500.0,22500.0,12920.0,9580.0
2026-02-12,TRX006717,Tahu Crispy,Snack,2,12000,5500.0,2400.0,21600.0,11561.45,10038.55
2026-02-12,TRX006718,Kopi Hitam,Beverage,1,10000,4000.0,1000.0,9000.0,3899.39,5100.61
2026-02-12,TRX006719,Ayam Geprek,Food,3,22000,12000.0,6600.0,59400.0,35933.38,23466.62
2026-02-12,TRX006719,Kentang Goreng,Snack,1,15000,7000.0,0.0,15000.0,7429.01,7570.99
2026-02-12,TRX006720,Kopi Susu,Beverage,2,15000,7000.0,0.0,30000.0,13540.77,16459.23
2026-02-12,TRX006721,Es Teh,Beverage,2,6000,2000.0,1200.0,10800.0,4079.26,6720.74
2026-02-12,TRX006721,Mie Goreng,Food,1,23000,12000.0,2300.0,20700.0,11744.05,8955.95
2026-02-12,TRX006722,Nasi Ayam,Food,1,24000,13000.0,0.0,24000.0,13156.66,10843.34
2026-02-12,TRX006723,Mie Ayam,Food,2,20000,10000.0,4000.0,36000.0,21400.79,14599.21
2026-02-12,TRX006723,Es Teh,Beverage,3,6000,2000.0,1800.0,16200.0,6142.48,10057.52
2026-02-12,TRX006723,Tahu Crispy,Snack,3,12000,5500.0,3600.0,32400.0,16575.17,15824.83
2026-02-12,TRX006724,Mie Goreng,Food,1,23000,12000.0,2300.0,20700.0,11657.6,9042.4
2026-02-12,TRX006724,Es Teh,Beverage,1,6000,2000.0,0.0,6000.0,1989.47,4010.53
2026-02-12,TRX006725,Nasi Goreng,Food,1,25000,13000.0,0.0,25000.0,12779.51,12220.49
2026-02-12,TRX006726,Mie Goreng,Food,2,23000,12000.0,0.0,46000.0,22955.6,23044.4
2026-02-12,TRX006727,Es Jeruk,Beverage,3,8000,3000.0,0.0,24000.0,8425.19,15574.81
2026-02-12,TRX006727,Pisang Goreng,Snack,1,12000,5000.0,0.0,12000.0,4875.43,7124.57
2026-02-12,TRX006727,Ayam Geprek,Food,2,22000,12000.0,4400.0,39600.0,23977.29,15622.71
2026-02-12,TRX006728,Air Mineral,Beverage,1,5000,3000.0,500.0,4500.0,3100.74,1399.26
2026-02-12,TRX006728,Nasi Goreng,Food,3,25000,13000.0,7500.0,67500.0,38136.32,29363.68
2026-02-12,TRX006729,Nasi Ayam,Food,1,24000,13000.0,0.0,24000.0,13074.73,10925.27
2026-02-12,TRX006730,Mie Ayam,Food,2,20000,10000.0,4000.0,36000.0,18979.28,17020.72
2026-02-12,TRX006731,Air Mineral,Beverage,2,5000,3000.0,1000.0,9000.0,5855.93,3144.07
2026-02-12,TRX006732,Ayam Geprek,Food,3,22000,12000.0,6600.0,59400.0,33356.88,26043.12
2026-02-12,TRX006733,Puding Coklat,Dessert,1,10000,5000.0,1000.0,9000.0,5335.12,3664.88
2026-02-12,TRX006733,Kopi Susu,Beverage,1,15000,7000.0,1500.0,13500.0,7041.58,6458.42
2026-02-12,TRX006733,Pisang Goreng,Snack,1,12000,5000.0,1200.0,10800.0,5024.96,5775.04
2026-02-12,TRX006734,Ayam Geprek,Food,2,22000,12000.0,4400.0,39600.0,24385.36,15214.64
2026-02-12,TRX006735,Es Teh,Beverage,3,6000,2000.0,1800.0,16200.0,6455.82,9744.18
2026-02-12,TRX006736,Nasi Ayam,Food,1,24000,13000.0,2400.0,21600.0,12830.24,8769.76
